,company_name,as_of_date,followers_count,employees_on_platform,industry,checkins,were_here_count,likes,talking_about_count,stock_symbol
1056,pepsico,2018-07-17,1934464,120847,Food &amp; Beverages,13259,13259,266539,25071,1
1057,perficient,2018-07-17,42939,2128,Information Technology and Services,270,257,3086,699,0
1058,perion network,2018-07-17,7703,292,Internet,569,569,2285,776,0
1059,"perkinelmer, inc.",2018-07-17,59170,6276,Biotechnology,0,0,157393,217570,0
1060,perrigo company plc,2018-07-17,31837,4001,Pharmaceuticals,0,0,3607,339,0
1061,"petro-valve, inc.",2018-07-17,1978,45,Wholesale,95,95,194,108,1
1062,petrobras,2018-07-17,814877,57996,Oil &amp; Energy,0,0,1876113,146259,1
1063,pfizer,2018-07-17,1931484,121892,Pharmaceuticals,5841,0,339094,65607,1
1064,pfsweb,2018-07-17,7428,1479,Information Technology and Services,1499,1499,1029,164,1
1065,phenomenex,2018-07-17,8309,563,Biotechnology,512,512,25331,1016,1
1066,phi inc,2018-07-17,7809,1131,Airlines/Aviation,1367,0,6568,550,0
1067,philips,2018-07-17,1033778,82919,Hospital &amp; Health Care,0,30,9577530,258012,0
1068,phillips 66,2018-07-17,68129,8811,Oil &amp; Energy,23,23,13789,10991,0
1069,pilgrim's,2018-07-17,15793,3740,Food Production,0,0,187152,23310,1
1070,pioneer natural resources company,2018-07-17,53488,3145,Oil &amp; Energy,137,1299,4185,1497,0
1071,pitney bowes,2018-07-17,74127,13234,Information Technology and Services,45,0,258775,44584,0
1072,"pivotal software, inc.",2018-07-17,59268,2266,Computer Software,1134,1134,5846,1466,0
1073,pizza hut,2018-07-17,85132,34165,Restaurants,3,6391320,31513432,8033,1
1074,pizza inn,2017-11-07,2448,407,Restaurants,0,117741,58395,82917,1
1075,plainscapital bank,2018-07-17,5239,852,Banking,146,0,1944,600,1
1076,planetechs llc,2018-07-17,6280,223,Staffing and Recruiting,44,0,2667,14332,1
1077,plantronics,2018-07-17,34012,2532,Telecommunications,0,0,291616,4645,0
1078,plexus corp.,2018-07-17,29664,5538,Electrical/Electronic Manufacturing,440,0,4764,2161,0
1079,plug power,2018-07-17,5125,506,Oil & Energy,206,195,3151,352,0
1080,plum organics,2018-03-11,7348,117,Consumer Goods,0,0,300065,30667,1
1081,pluralsight,2018-07-17,43842,1465,Information Technology and Services,890,729,1339469,39343,0
1082,pollo tropical,2018-07-17,4541,878,Restaurants,13775,13775,176449,13106,1
1083,poolcorp,2018-02-17,6089,1312,Wholesale,220,220,2286,128,1
1084,porter novelli,2018-07-17,20947,1320,Public Relations and Communications,14,14,307,50,1
1085,portland general electric,2018-07-17,11747,2396,Utilities,192,192,18326,4980,0
1086,potbelly sandwich works,2018-07-17,23657,1876,Restaurants,1635,284946,248238,26768,1
1087,power integrations,2018-07-17,13154,898,Semiconductors,99,0,1394,47,0
1088,ppg industries,2018-07-17,168195,21727,Chemicals,4360,4360,46935,24372,0
1089,pr hoffman machine products,2018-07-17,79,16,Machinery,5,5,54,15,1
1090,pra health sciences,2018-07-17,187297,13327,Research,352,352,5994,773,0
1091,"praxair, inc",2018-07-17,80345,12578,Chemicals,0,0,6527,1209,1
1092,precision drilling,2018-07-17,46800,2076,Oil &amp; Energy,105,105,16239,1212,1
1093,preformed line products,2018-07-17,3596,548,Telecommunications,0,0,605,435,0
1094,premier valley bank,2018-07-17,140,55,Human Resources,16,16,101,33,1
1095,priceline.com,2018-07-17,27425,863,Internet,808,0,732397,10580,1
1096,pricesmart,2018-07-17,8382,1304,Wholesale,547,27476,219533,19235,0
1097,primerica,2018-07-17,81044,13330,Financial Services,976,976,104215,10266,1
1098,primo water corporation,2018-07-17,1168,211,Consumer Goods,93,93,63962,8013,0
1099,primoris services corporation,2018-07-17,5851,806,Construction,7,6,1462,243,0
1100,princess cruises,2018-02-17,53123,7768,"Leisure, Travel & Tourism",5145,234800,2127283,98684,1
1101,prins autogassystemen,2018-07-17,681,44,Automotive,44,44,764,153,1
1102,procter &amp; gamble,2017-01-31,1799995,82951,Consumer Goods,18385,0,5694927,109485,1
1103,professional diversity network,2018-07-17,2656,69,Internet,20,20,139588,4603,0
1104,profire energy,2018-07-17,1111,88,Oil & Energy,26,26,690,634,0
1105,progress,2018-07-17,22836,3069,Computer Software,822,0,68447,103075,1
1106,proofpoint,2018-07-17,23229,2465,Computer &amp; Network Security,134,134,3473,400,0
1107,proqr therapeutics nv,2018-07-17,1754,144,Biotechnology,10,10,1211,330,0
1108,prosperity bank,2018-07-17,658,520,Banking,162,0,3123,2046,1
1109,proteinsimple,2018-07-17,5547,266,Biotechnology,53,53,512,98,1
1110,protiviti,2018-07-17,86940,6188,Management Consulting,28,0,4979,522,1
1111,protolabs,2018-07-17,10205,851,Mechanical or Industrial Engineering,177,177,15816,3150,1
1112,proximity worldwide,2018-07-17,6066,128,Marketing and Advertising,57,57,4238,10,1
1113,prudential financial,2018-07-17,147876,29896,Financial Services,3334,0,62882,59923,0
1114,prudential uk,2018-07-17,33238,9468,Insurance,0,0,565127,115448,1
1115,pseg,2018-07-17,33974,7093,Utilities,105,0,111915,27103,1
1116,psnc energy,2018-07-17,340,214,Utilities,0,0,4914,1061,1
1117,psychemedics corporation,2018-07-17,943,122,Biotechnology,8,8,329,23,0
1118,public storage,2018-07-17,9090,2480,Real Estate,163,51804,18031,14325,0
1119,pultegroup,2018-07-17,41715,4108,Construction,0,0,105613,69484,0
1120,pure storage,2018-07-17,53779,2491,Computer Software,21,0,73166,9014,0
1121,putnam bank,2018-07-17,141,78,Banking,105,105,720,507,1
1122,pvh corp.,2018-07-17,116931,9020,Apparel &amp; Fashion,1772,1772,8486,1284,0
1123,q2ebanking,2018-07-17,6562,832,Financial Services,0,0,1212,335,1
1124,qiagen,2018-07-17,66102,3646,Biotechnology,458,458,36991,4203,1
1125,qts data centers,2018-07-17,9404,786,Information Technology and Services,0,0,17830,209,1
1126,quad/graphics,2018-07-17,34143,9835,Printing,602,0,9768,1010,0
1127,quadtech,2018-07-17,2491,317,Printing,73,73,273,85,1
1128,qualcomm,2018-07-17,360317,34070,Wireless,173,0,2806874,183416,1
1129,qualys,2018-07-17,26592,990,Computer & Network Security,11,0,4124,269,1
1130,quanterix,2018-07-17,3581,167,Biotechnology,56,56,608,8,1
1131,quantum,2018-07-17,19334,1401,Information Technology and Services,66,0,3614,149,1
1132,quest diagnostics,2018-07-17,131020,19500,Hospital &amp; Health Care,98,0,22267,2609,1
1133,quest integrity,2018-07-17,5890,282,Oil & Energy,29,29,373,46,1
1134,quest resource management group,2018-07-17,708,90,Environmental Services,184,184,398,40,1
1135,quicklogic,2017-07-06,5236,231,Semiconductors,31,31,225,14,1
1136,qumu corporation,2018-07-17,2704,167,Computer Software,461,0,4963,3032,0
1137,r&d systems,2018-07-17,5954,729,Biotechnology,204,204,7605,1000,1
1138,radcom,2018-07-17,2229,309,Telecommunications,1062,0,12957,479,1
1139,radisys corporation,2018-07-17,7368,1008,Telecommunications,0,0,1700,238,0
1140,radnet,2018-07-17,7471,1620,Hospital &amp; Health Care,109,64,844,171,1
1141,radware,2018-07-17,16294,1170,Computer Networking,55,55,28260,3543,1
1142,ralph lauren,2018-07-17,415558,16052,Apparel &amp; Fashion,0,389189,9096484,104974,1
1143,rambus,2018-07-17,29219,866,Semiconductors,204,204,636,172,1
1144,range resources,2018-07-17,30451,897,Oil &amp; Energy,0,0,8220,1586,0
1145,rapid7,2018-07-17,42044,1338,Computer & Network Security,73,0,6987,542,1
1146,raymond james,2018-07-17,61155,12609,Financial Services,2918,2582,11976,1390,1
1147,raytheon,2018-07-17,314024,46517,Defense &amp; Space,0,0,179828,42998,1
1148,rbc,2018-07-17,281558,77910,Banking,14,0,528269,20990,1
1149,re/max,2018-07-17,92561,34233,Real Estate,2448,0,146406,10248,1
1150,red robin,2018-07-17,28950,8563,Restaurants,42109,10553246,1527528,85685,1
1151,redfin,2018-07-17,30576,3368,Real Estate,346,346,396338,8896,1
1152,redhanded agency,2018-07-17,668,34,Marketing and Advertising,17,17,670,314,1
1153,regal beloit corporation,2018-07-17,19183,3662,Electrical/Electronic Manufacturing,0,0,1054,479,0
1154,regency centers,2018-07-17,5444,751,Real Estate,118,118,1099,478,1
1155,remodelista,2018-03-09,435,22,Design,0,0,173904,36117,1
1156,renasant bank,2018-07-17,4119,1212,Banking,287,1110,20506,2884,1
1157,renesola ltd.,2018-07-17,49104,994,Renewables &amp; Environment,0,0,5051,185,0
1158,"renewable energy group, inc.",2018-07-17,7694,475,Renewables & Environment,72,72,2146,595,0
1159,rent-a-center,2018-07-17,27175,5449,Retail,0,95952,707979,42384,0
1160,republic bank,2018-07-17,3221,1120,Banking,233,0,11418,1743,0
1161,republic services,2018-07-17,43138,12009,Environmental Services,5452,0,44250,8508,0
1162,resellerclub,2018-03-10,1582,53,Internet,0,0,24475,7647,1
1163,resmed,2018-07-17,33736,3424,Medical Devices,1816,1816,23903,8219,1
1164,revlon,2018-04-09,123866,6957,Cosmetics,0,0,9231821,139518,1
1165,"rf industries, inc.",2018-07-17,503,50,Wireless,33,33,103,99,0
1166,rgs energy,2018-07-17,6883,247,Renewables & Environment,148,142,11265,866,1
1167,ricebran technologies,2018-07-17,349,33,Food & Beverages,1986,1984,233362,63036,0
1168,rigzone,2018-07-17,60267,124,Oil &amp; Energy,62,0,172842,25128,1
1169,ringcentral,2018-07-17,42460,2588,Telecommunications,336,336,38201,6828,0
1170,riot creative imaging,2017-03-21,736,97,Printing,3,0,513,12,1
1171,ritchie bros.,2018-07-17,30834,1852,Machinery,904,10475,329185,24227,1
1172,rite aid,2018-07-17,66354,26752,Retail,0,321009,837674,57441,1
1173,rli insurance company,2018-07-17,5814,1031,Insurance,1,1,283,24,1
1174,roadrunner transportation systems,2018-07-17,7336,937,Transportation/Trucking/Railroad,211,0,5399,396,0
1175,robert half,2018-07-17,459069,37403,Staffing and Recruiting,0,0,8173,355,1
1176,roberts,2018-02-17,949,232,Construction,0,2714,740533,27192,1
1177,rocawear,2018-02-17,1164,64,Apparel & Fashion,0,0,401185,27809,1
1178,rockland trust,2018-07-17,3759,1062,Banking,245,0,10077,1378,1
1179,rockwell automation,2018-07-17,272842,20729,Industrial Automation,1308,0,135689,16721,0
1180,rockwell collins,2018-07-17,102827,19751,Aviation &amp; Aerospace,362,0,21149,6681,1
1181,rosetta stone,2018-07-17,22150,651,Computer Software,0,566,2746285,86777,0
1182,rowan companies,2018-07-17,42498,2061,Oil &amp; Energy,0,0,28454,563,1
1183,royal bank of scotland,2016-07-20,282153,58597,Banking,1750,0,112059,25979,0
1184,rpm international inc.,2018-07-17,4800,185,Chemicals,54,0,7789,560,0
1185,rubicon project,2018-07-17,20032,696,Internet,428,0,3894,320,1
1186,"rush enterprises, inc",2018-07-17,8032,1982,Transportation/Trucking/Railroad,1721,0,11733,2726,0
1187,ruth's chris steak house,2018-07-17,6345,2611,Restaurants,15951,1713309,112103,9008,1
1188,ryanair,2016-03-07,48454,4490,Airlines/Aviation,8643,8643,2436893,130062,1
1189,"ryder system, inc.",2018-07-17,66504,24560,Transportation/Trucking/Railroad,3164,7988,19817,3103,0
1190,s&p global,2018-07-17,80626,31043,Information Services,2111,2111,43606,4469,0
1191,s&p global market intelligence,2018-02-17,67859,18134,Financial Services,183,183,16303,839,1
1192,sabre corporation,2018-07-17,121793,8762,Information Technology and Services,1816,1816,22862,2693,0
1193,saexploration,2018-07-17,4260,434,Oil & Energy,0,0,3960,664,1
1194,safeguard scientifics,2018-07-17,1184,87,Venture Capital & Private Equity,12,12,2479,17,0
1195,safety insurance,2018-07-17,2133,539,Insurance,160,160,1348,76,1
1196,safety signs service,2018-07-17,44,5,Retail,0,0,19,1,1
1197,sailpoint,2018-07-17,15948,922,Computer Software,193,0,2345,1364,1
1198,salem media group,2018-07-17,7538,1564,Broadcast Media,203,203,1924,204,0
1199,salesforce,2018-07-17,1034453,30810,Internet,5232,0,696608,25157,1
1200,sallie mae,2018-07-17,12064,3098,Financial Services,430,0,53687,2892,1
1201,sally beauty,2018-07-17,24773,4594,Retail,0,111352,757893,45037,1
1202,sancho bbdo,2018-07-17,14462,580,Marketing and Advertising,3554,3554,41686,2545,1
1203,sanderson farms chicken,2018-05-29,6599,1601,Food Production,0,0,84944,42307,0
1204,sandy spring bank,2018-07-17,2324,721,Banking,163,0,3011,506,1
1205,sanmina,2018-07-17,91899,18877,Electrical/Electronic Manufacturing,4561,0,9964,400,1
1206,sanofi genzyme,2018-07-17,168097,10330,Biotechnology,35,0,6624,4142,1
1207,santander brasil,2018-07-17,210747,10868,Banking,39788,0,3762463,360597,0
1208,sap,2018-07-17,1219187,120336,Computer Software,16226,0,1030708,23873,1
1209,sap concur,2018-07-17,82268,6719,Computer Software,501,0,31544,1095,1
1210,sarepta therapeutics,2018-07-17,10083,382,Biotechnology,0,0,58012,4775,0
1211,saucony,2018-02-17,15194,170,Sporting Goods,349,355,1488886,47650,1
1212,sb one bank,2018-07-17,467,106,Banking,5,0,769,217,0
1213,sba communications,2018-07-17,43414,1444,Telecommunications,5,5,89,7,0
1214,scansource,2018-07-17,10603,1481,Wholesale,1110,1110,1388,569,0
1215,scholastic,2018-07-17,73459,7766,Publishing,8920,8920,390463,133035,1
1216,seacoast bank,2018-07-17,5416,809,Banking,460,733,10122,9443,1
1217,seamless.com,2018-02-17,2866,68,Consumer Services,0,0,520342,14644,1
1218,seaspan corporation,2018-07-17,15404,1193,Maritime,308,0,6596,1541,0
1219,seaspine inc,2018-07-17,5169,294,Medical Devices,90,90,134,53,1
1220,seattle's best coffee,2018-02-17,712,146,Marketing and Advertising,0,4094,863756,113083,1
1221,select medical,2018-07-17,24352,5131,Hospital & Health Care,569,569,5198,1312,1
1222,selecta biosciences,2017-07-12,2798,75,Biotechnology,4,4,102,78,0
1223,semileds,2018-07-17,284,37,Semiconductors,0,0,187,2,1
1224,sendgrid,2018-07-17,10042,474,Information Technology and Services,218,0,11796,689,1
1225,sensoryeffects,2018-07-17,1167,132,Food Production,25,25,257,38,1
1226,sequans communications,2018-07-17,2554,242,Semiconductors,24,24,98,10,0
1227,seres therapeutics,2018-07-17,4064,182,Biotechnology,0,0,818,488,0
1228,servicemaster,2018-07-17,21099,8605,Consumer Services,1050,1050,6754,4180,1
1229,servicenow,2018-07-17,124134,7589,Computer Software,2706,2706,15947,16755,0
1230,severn bank,2018-07-17,795,107,Banking,70,70,827,587,1
1231,shake shack,2018-07-17,12600,1463,Hospitality,267932,769524,322830,35677,0
1232,"sharps compliance, inc.",2018-07-17,1546,95,Environmental Services,0,0,1554,21,0
1233,sharpspring,2018-07-17,3198,178,Marketing and Advertising,152,152,12769,657,0
1234,shiloh industries,2018-07-17,12438,1428,Automotive,0,0,727,57,0
1235,shipstation,2018-02-17,1582,143,Internet,105,45,11212,654,1
1236,"shoe carnival, inc.",2018-07-17,4855,1825,Retail,0,73535,1584294,46722,0
1237,shopify,2018-07-17,66521,3719,Internet,0,2259,3296432,258172,1
1238,shore united bank,2018-07-17,143,58,Banking,14,14,1686,737,1
1239,"shutterfly, inc.",2018-07-17,27580,2265,Internet,0,0,3243505,119071,0
1240,shutterstock,2018-07-17,31635,2909,Internet,0,0,734603,180371,0
1241,sibanye-stillwater,2018-07-17,4329,1149,Mining & Metals,1784,1784,2277,945,1
1242,"sientra, inc.",2018-07-17,2551,139,Medical Devices,11,11,274,38,0
1243,sigmatron international,2018-07-17,1424,331,Electrical/Electronic Manufacturing,0,0,27215,4684,0
1244,signet,2018-07-17,16130,3479,Retail,54,54,979,34,1
1245,silgan containers,2018-07-17,4859,1144,Packaging and Containers,10,10,594,239,1
1246,silicon labs,2018-07-17,39043,1472,Semiconductors,3,3,30499,16759,1
1247,simmons bank,2018-07-17,3613,1207,Banking,0,3490,10198,4417,1
1248,simon and schuster,2018-03-09,30980,1698,Publishing,1632,0,137303,30546,1
1249,"simulations plus, inc.",2018-07-17,1915,60,Computer Software,2,2,101,20,0
1250,siriusxm,2018-07-17,34510,2828,Entertainment,0,0,1325532,409635,1
1251,six flags,2018-07-17,21167,5001,Entertainment,0,0,5081381,47783,1
1252,skechers,2018-07-17,48835,5017,Apparel &amp; Fashion,0,51153,4931767,21943,1
1253,skyhook,2018-07-17,1776,80,Computer Software,87,87,752,143,1
1254,skype,2018-02-17,77786,1395,Computer Software,0,0,29262024,178638,1
1255,skyscanner,2018-03-13,38981,1064,Internet,0,0,9804558,36632,1
1256,smart & final,2018-07-17,9178,2024,Retail,808,58417,106170,13499,1
1257,smartertravel,2018-02-17,5510,155,"Leisure, Travel & Tourism",0,0,148048,8983,1
1258,smartsheet,2018-07-17,18111,985,Computer Software,0,0,11871,2017,0
1259,smartwool,2018-02-17,8019,137,Apparel & Fashion,461,0,231339,10722,1
1260,smith & nephew,2018-07-17,159943,13301,Medical Devices,40,40,7039,1337,1
1261,smith & wesson,2018-07-17,24592,832,Sporting Goods,0,0,1414338,285092,1
1262,smtc corporation,2018-07-17,6446,543,Electrical/Electronic Manufacturing,12,12,95,4,0
1263,snap-on tools,2018-07-17,21347,5022,Automotive,14,0,761443,97237,1
1264,socialnewsdesk,2018-02-17,394,8,Online Media,0,0,3945,605,1
1265,socore energy,2018-02-17,2635,75,Renewables & Environment,55,55,227,181,1
1266,solarcity,2018-07-17,175841,5922,Renewables & Environment,0,0,338480,19051,1
1267,solaytec,2018-07-17,513,26,Machinery,0,0,1538427,976190,1
1268,sonabank,2018-07-17,359,150,Financial Services,8,0,286,26,1
1269,sonic automotive,2018-07-17,16813,1562,Automotive,154,154,64154,12821,0
1270,sonic drive-in,2018-07-17,29359,2192,Restaurants,61552,3865395,4649905,466913,1
1271,sony,2018-07-17,449358,34670,Entertainment,0,7140,7833437,171393,1
1272,sotheby's,2018-07-17,78533,2607,Fine Art,3419,0,579825,120037,1
1273,sotherly hotels inc.,2018-07-17,357,25,Real Estate,11,0,3333,52,0
1274,sound community bank,2018-07-17,1339,96,Banking,56,56,1528,890,1
1275,southern bank,2018-07-17,327,218,Banking,507,587,17467,1485,1
1276,southern tide,2018-07-17,6321,173,Apparel &amp; Fashion,0,0,442525,1753,1
1277,southside bank,2018-07-17,1354,500,Banking,0,1796,25975,1362,1
1278,southwest airlines,2018-07-17,230160,26302,Airlines/Aviation,96787,6163289,5993304,330223,0
1279,southwestern energy,2018-07-17,37128,2013,Oil &amp; Energy,211,25,14749,7938,0
1280,spacelabs healthcare,2018-07-17,10020,786,Medical Devices,60,60,822,103,1
1281,spar group,2018-07-17,3729,1216,Retail,0,0,821,464,0
1282,spark energy,2018-07-17,3605,305,Utilities,322,0,14194,1046,0
1283,"spartan motors, inc.",2018-07-17,3831,617,Automotive,901,901,2447,3274,0
1284,sparton corporation,2018-07-17,5880,740,Electrical/Electronic Manufacturing,0,0,46069,2525,0
1285,spectra energy,2018-07-17,59965,4930,Oil &amp; Energy,0,0,16683,352,0
1286,splunk,2018-07-17,114456,4099,Computer Software,3128,3128,72945,26244,1
1287,sportsman's warehouse,2018-07-17,7005,813,Retail,4,10040,80267,3693,1
1288,spotify,2018-07-17,424320,4573,Music,0,559,21119551,464270,1
1289,spring mobile,2018-02-17,4590,1895,Wireless,0,0,8222,985,1
1290,sprint,2018-07-17,267065,99672,Telecommunications,0,24384,3595344,94870,1
1291,sprouts farmers market,2018-07-17,32112,5597,Retail,20818,341940,1432319,31019,0
1292,sps commerce,2018-07-17,9419,1558,Information Technology and Services,375,375,1009,216,0
1293,square,2018-07-17,112520,3077,Internet,332,0,701128,25214,1
1294,square 1 bank,2018-07-17,8786,338,Banking,169,169,389,128,1
