,index_x,company_name,dataset_id_x,as_of_date,followers_count,employees_on_platform,link,industry,date_added,date_updated_x,level_0,index_y,dataset_id_y,time,checkins,has_added_app,were_here_count,likes,talking_about_count,facebook_id,date_updated_y
97,371,arc document solutions,897567,2018-07-17,6228,1454,https://www.linkedin.com/company/318884,Information Technology and Services,2018-07-17 18:05:49.685018+00,2018-07-17 18:05:49.685043+00,283,283,897298,2018-07-17 04:00:00+00,31,f,0,5462,72,174818889314709,2018-07-18 05:44:21.057253+00
98,373,"arc group worldwide, inc.",897465,2018-07-17,1309,64,https://www.linkedin.com/company/3509388,Mechanical or Industrial Engineering,2018-07-17 13:31:30.373796+00,2018-07-17 13:31:30.373821+00,285,285,52645,2018-07-17 04:00:00+00,0,f,0,27910,6251,189430017911239,2018-07-18 05:39:48.642288+00
99,377,arcelormittal,897644,2018-07-17,258284,30363,https://www.linkedin.com/company/3727,Mining &amp; Metals,2018-07-17 19:29:19.975778+00,2018-07-17 19:29:19.975805+00,284,284,897300,2018-07-17 04:00:00+00,40,f,51,4689,4324,1492573707637965,2018-07-18 05:47:12.038643+00
100,380,architect digital agency,2021284,2018-02-17,1300,13,https://www.linkedin.com/company/543851,Marketing and Advertising,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,286,286,62830,2018-07-17 04:00:00+00,24,f,24,2452,11,155823011106901,2018-07-18 05:46:39.342256+00
101,381,arconic,900866,2018-07-17,25183,5354,https://www.linkedin.com/company/10862414,Mechanical or Industrial Engineering,2018-07-17 18:06:12.232103+00,2018-07-17 18:06:12.232129+00,287,287,900976,2018-07-17 04:00:00+00,0,f,0,24540,12784,1051253298229004,2018-07-18 05:44:21.341915+00
102,390,arista networks,869205,2018-07-17,86909,2019,https://www.linkedin.com/company/80069,Computer Networking,2018-07-17 18:03:59.884613+00,2018-07-17 18:03:59.884638+00,308,308,52647,2018-07-16 04:00:00+00,1826,f,1826,23218,3989,56079974670,2018-07-17 05:31:10.252282+00
103,393,ark restaurants,897479,2018-07-17,1915,224,https://www.linkedin.com/company/151842,Food &amp; Beverages,2018-07-17 13:32:13.719727+00,2018-07-17 13:32:13.719753+00,299,299,897604,2018-07-17 04:00:00+00,83,f,83,235,19,185837474781050,2018-07-18 05:39:48.817266+00
104,416,ashland inc,59097,2016-09-25,44904,5361,https://www.linkedin.com/company/5466,Chemicals,2016-09-25 00:00:00+00,2016-09-25 00:00:00+00,313,313,53228,2018-07-16 04:00:00+00,283,f,282,3897,3000,9492872974,2018-07-17 05:28:55.984122+00
105,418,asml,890829,2018-07-17,106927,16216,https://www.linkedin.com/company/3894,Semiconductors,2018-07-17 13:33:40.601256+00,2018-07-17 13:33:40.601282+00,320,320,890854,2018-07-16 04:00:00+00,970,f,0,54336,5152,86296241378,2018-07-17 05:24:12.015164+00
106,419,aspen aerogels,897025,2018-07-17,2109,182,https://www.linkedin.com/company/30536,Oil &amp; Energy,2018-07-17 18:06:44.755616+00,2018-07-17 18:06:44.755641+00,323,323,53229,2018-07-17 04:00:00+00,43,f,43,794,94,131467316953263,2018-07-17 05:28:56.127558+00
107,426,associated bank,59057,2018-07-17,14753,4477,https://www.linkedin.com/company/8667,Financial Services,2018-07-17 18:06:33.514035+00,2018-07-17 18:06:33.514087+00,328,328,53226,2018-07-16 04:00:00+00,292,f,292,35494,6733,126217453055,2018-07-17 05:28:55.679201+00
108,431,astrazeneca,871711,2018-07-17,717760,57200,https://www.linkedin.com/company/1603,Pharmaceuticals,2018-07-17 18:10:12.757955+00,2018-07-17 18:10:12.757981+00,329,329,871773,2018-07-16 04:00:00+00,468,f,468,27449,527,130409824783,2018-07-17 05:29:00.413897+00
109,433,astronics aes,897000,2018-07-17,2637,433,https://www.linkedin.com/company/67026,Aviation &amp; Aerospace,2018-07-17 13:35:44.525662+00,2018-07-17 13:35:44.525684+00,331,331,897158,2018-07-17 04:00:00+00,0,f,0,105,91,1637370363172929,2018-07-18 05:39:54.588397+00
110,446,at&t,58474,2018-07-17,813682,230061,https://www.linkedin.com/company/1052,Telecommunications,2018-07-17 20:09:30.310518+00,2018-07-17 20:09:30.310567+00,347,347,62868,2018-07-16 04:00:00+00,0,f,434975,6837915,190623,8576093908,2018-07-17 05:33:53.636077+00
111,452,athenahealth,869183,2018-07-17,49567,5285,https://www.linkedin.com/company/8710,Information Technology and Services,2018-07-17 13:34:38.376436+00,2018-07-17 13:34:38.376461+00,335,335,52652,2018-07-17 04:00:00+00,3000,f,3000,23427,2627,232958166719419,2018-07-18 05:39:53.056984+00
112,453,athersys,896992,2018-07-17,1226,76,https://www.linkedin.com/company/72914,Biotechnology,2018-07-17 13:34:48.765308+00,2018-07-17 13:34:48.765354+00,336,336,897149,2018-07-17 04:00:00+00,9,f,9,488,159,869443773140058,2018-07-18 05:39:53.101214+00
113,454,athleta,2056335,2018-02-17,29127,1781,https://www.linkedin.com/company/32300,Apparel & Fashion,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,337,337,62521,2018-07-16 04:00:00+00,6,f,63497,513968,30570,77907830830,2018-07-17 05:30:56.973024+00
114,457,atlantic capital bank,903243,2018-07-17,1359,611,https://www.linkedin.com/company/58035,Banking,2018-07-17 13:19:25.22581+00,2018-07-17 13:19:25.225835+00,339,339,52823,2018-07-17 04:00:00+00,142,f,0,2038,222,146810022044384,2018-07-18 05:39:35.189209+00
115,460,atlantic stewardship bank,1137289,2018-07-17,464,107,https://www.linkedin.com/company/621784,Banking,2018-07-17 17:29:10.532924+00,2018-07-17 17:29:10.532949+00,179,179,1160820,2018-07-17 04:00:00+00,2,f,2,1077,122,297829530387418,2018-07-18 05:43:26.927587+00
116,463,atlantis casino resort spa,908857,2018-07-17,3544,492,https://www.linkedin.com/company/841720,Gambling &amp; Casinos,2018-07-17 16:32:46.678475+00,2018-07-17 16:32:46.678502+00,340,340,909239,2018-07-16 04:00:00+00,225883,f,225883,34650,8439,105321224444,2018-07-17 05:26:36.702284+00
117,466,atlassian,89275,2018-07-17,113579,2892,https://www.linkedin.com/company/22688,Computer Software,2018-07-17 17:34:39.445981+00,2018-07-17 17:34:39.446006+00,341,341,89708,2018-07-17 04:00:00+00,4044,f,4044,182310,72306,115407078489594,2018-07-17 05:28:02.31862+00
118,467,atmos energy,59075,2018-07-17,10268,2507,https://www.linkedin.com/company/15870,Utilities,2018-07-17 18:07:17.80295+00,2018-07-17 18:07:17.802975+00,344,344,53230,2018-07-16 04:00:00+00,411,f,0,11388,2285,90632172228,2018-07-17 05:28:56.608438+00
119,468,atmosphere proximity,2309907,2018-07-17,2299,45,https://www.linkedin.com/company/1363516,Marketing and Advertising,2018-07-17 19:40:14.522088+00,2018-07-17 19:40:14.522139+00,345,345,2310228,2018-07-16 04:00:00+00,75,f,75,733,2,96176155282,2018-07-17 05:32:49.856143+00
120,473,atrion corp,2110240,2018-02-17,27,12,https://www.linkedin.com/company/8183634,Medical Devices,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,2756,2756,899758,2018-07-17 04:00:00+00,13,f,13,418,155,174263702605488,2018-07-18 05:47:13.51156+00
121,475,attunity,897002,2018-07-17,4702,635,https://www.linkedin.com/company/12886,Information Technology and Services,2018-07-17 13:35:56.531514+00,2018-07-17 13:35:56.531541+00,356,356,52656,2018-07-16 04:00:00+00,14,f,14,766,2219,272220893298,2018-07-17 05:24:16.186693+00
122,479,audiocodes,68546,2018-07-17,8325,1054,https://www.linkedin.com/company/6054,Telecommunications,2018-07-17 13:36:18.207738+00,2018-07-17 13:36:18.207763+00,358,358,52657,2018-07-17 04:00:00+00,0,f,0,2506,807,129699383719201,2018-07-17 05:24:17.261209+00
123,484,authorize.net,2068065,2018-02-17,1346,32,https://www.linkedin.com/company/3070832,Internet,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,365,365,870383,2018-07-17 04:00:00+00,0,f,0,11829,334,504315636249807,2018-07-18 05:49:16.229392+00
124,486,autoanything,2108153,2018-02-17,4072,165,https://www.linkedin.com/company/35746,Automotive,2018-02-17 19:25:12+00,2018-02-17 19:25:12+00,366,366,890539,2018-07-16 04:00:00+00,557,f,0,206659,7959,142549317461,2018-07-17 05:29:00.586829+00
125,487,autodesk,58803,2018-07-17,257737,9890,https://www.linkedin.com/company/1879,Computer Software,2018-07-17 13:22:09.69634+00,2018-07-17 13:22:09.696366+00,368,368,52622,2018-07-17 04:00:00+00,0,f,0,1258741,52480,132081383503163,2018-07-17 05:23:56.706497+00
126,492,autonation,58726,2018-07-17,32570,8473,https://www.linkedin.com/company/7990,Automotive,2018-07-17 18:03:59.474967+00,2018-07-17 18:03:59.474993+00,373,373,55640,2018-07-16 04:00:00+00,1518,f,588976,69356,6507,176518270073,2018-07-17 05:28:51.544602+00
127,493,autozone,58905,2018-07-17,66751,15661,https://www.linkedin.com/company/7412,Retail,2018-07-17 18:10:13.504285+00,2018-07-17 18:10:13.504311+00,377,377,60318,2018-07-17 04:00:00+00,11035,f,468494,1153407,35706,163478290365055,2018-07-18 05:44:26.578976+00
128,494,"av homes, inc.",897486,2018-07-17,1088,203,https://www.linkedin.com/company/4843204,Construction,2018-07-17 13:36:51.415656+00,2018-07-17 13:36:51.415682+00,381,381,897610,2018-07-17 04:00:00+00,0,f,0,10950,2559,496400160488311,2018-07-18 05:39:56.305268+00
129,504,avianca,897575,2018-07-17,195145,7961,https://www.linkedin.com/company/22473,Airlines/Aviation,2018-07-17 18:08:34.837613+00,2018-07-17 18:08:34.837639+00,382,382,55646,2016-07-22 04:00:00+00,0,f,0,2044135,14863,99109427641,2017-02-14 04:11:21.435018+00
130,507,avid,865485,2018-07-17,60389,1665,https://www.linkedin.com/company/3249,Computer Software,2018-07-17 13:36:51.782545+00,2018-07-17 13:36:51.782572+00,387,387,865352,2018-07-16 04:00:00+00,0,f,0,186134,4578,7635872524,2018-07-17 05:24:17.973339+00
131,512,avnet,59063,2018-07-17,56393,11683,https://www.linkedin.com/company/2572,Information Technology and Services,2018-07-17 18:08:45.678746+00,2018-07-17 18:08:45.678772+00,386,386,897611,2018-07-17 04:00:00+00,178,f,178,1667,182,170024536381648,2018-07-18 05:39:56.498459+00
132,514,avon,870146,2018-07-17,475490,70320,https://www.linkedin.com/company/2614,Cosmetics,2018-07-17 18:08:45.248212+00,2018-07-17 18:08:45.248238+00,392,392,53232,2018-07-16 04:00:00+00,0,f,0,20335211,194756,47274846623,2018-07-17 05:28:58.735706+00
133,533,bachoco,1539398,2018-07-17,23029,2181,https://www.linkedin.com/company/54413,Food Production,2018-07-17 19:06:55.960522+00,2018-07-17 19:06:55.960569+00,406,406,899410,2018-07-17 04:00:00+00,542,f,542,201296,72380,189862521442105,2018-07-18 05:46:35.038534+00
134,534,badger meter,897754,2018-07-17,4348,606,https://www.linkedin.com/company/46076,Utilities,2018-07-17 18:15:56.058125+00,2018-07-17 18:15:56.058174+00,408,408,53255,2018-07-17 04:00:00+00,161,f,0,1516,270,249375965086842,2018-07-18 05:44:38.9223+00
135,535,bahama breeze,863972,2018-07-17,1341,864,https://www.linkedin.com/company/3860789,Restaurants,2018-07-17 18:39:23.817388+00,2018-07-17 18:39:23.817415+00,410,410,60855,2018-07-16 04:00:00+00,0,f,3092606,326449,41044,22343544970,2018-07-17 05:30:02.314546+00
136,542,bamko,930315,2018-07-17,4804,210,https://www.linkedin.com/company/138487,Marketing and Advertising,2018-07-17 17:20:14.771678+00,2018-07-17 17:20:14.7717+00,419,419,930427,2018-07-17 04:00:00+00,7,f,0,698,250,1066829636747111,2018-07-18 05:43:13.438625+00
137,543,banc of california,892853,2018-07-17,6070,1151,https://www.linkedin.com/company/3358873,Banking,2018-07-17 18:10:58.237567+00,2018-07-17 18:10:58.237592+00,425,425,893065,2018-07-17 04:00:00+00,192,f,638,9474,2577,1381840232037827,2018-07-18 05:44:27.21319+00
138,547,banco de occidente,2339149,2018-07-17,24750,4161,https://www.linkedin.com/company/58088,Banking,2018-07-17 18:08:23.512939+00,2018-07-17 18:08:23.512988+00,489,489,2339814,2018-07-17 04:00:00+00,1448,f,1516,266022,2656,229446463859605,2018-07-18 05:44:23.739498+00
139,548,banco galicia,920658,2018-07-17,98378,5104,https://www.linkedin.com/company/11987,Financial Services,2018-07-17 16:01:54.905847+00,2018-07-17 16:01:54.905874+00,426,426,920850,2018-07-17 04:00:00+00,2925,f,0,1238973,72978,200742993286221,2018-07-18 05:41:17.09305+00
140,549,banco macro,897967,2018-07-17,56019,3272,https://www.linkedin.com/company/37143,Banking,2018-07-17 18:15:45.6185+00,2018-07-17 18:15:45.618526+00,428,428,898121,2018-07-17 04:00:00+00,0,f,0,454637,19058,545420368820084,2018-07-18 05:44:38.706643+00
141,553,banco santander mexico,898985,2018-07-17,31540,3753,https://www.linkedin.com/company/1254727,Banking,2018-07-17 18:17:58.344015+00,2018-07-17 18:17:58.344041+00,430,430,53575,2018-07-17 04:00:00+00,0,f,0,171587,43079,164700433551414,2018-07-18 05:48:23.677418+00
142,554,bancolombia,897764,2018-07-17,90016,8213,https://www.linkedin.com/company/22690,Banking,2018-07-17 18:24:36.946225+00,2018-07-17 18:24:36.946251+00,427,427,897847,2018-07-16 04:00:00+00,0,f,0,791914,350224,97496393516,2018-07-17 05:29:33.569275+00
143,557,bank of albuquerque,869809,2018-07-17,826,187,https://www.linkedin.com/company/380950,Banking,2018-07-17 13:43:57.694612+00,2018-07-17 13:43:57.694637+00,437,437,869999,2018-07-16 04:00:00+00,14,f,8,1747,127,100106370072989,2018-07-17 05:24:32.5745+00
144,560,bank of arkansas,869811,2018-07-17,216,38,https://www.linkedin.com/company/1276796,Banking,2018-07-17 13:43:57.774296+00,2018-07-17 13:43:57.774317+00,439,439,869998,2018-07-17 04:00:00+00,3,f,0,970,54,172541049467852,2018-07-18 05:40:09.697619+00
145,562,bank of hawaii,871272,2018-07-17,8025,1708,https://www.linkedin.com/company/11831,Banking,2018-07-17 18:16:29.903826+00,2018-07-17 18:16:29.903852+00,441,441,871217,2018-07-17 04:00:00+00,1714,f,3466,27448,3572,255975534460363,2018-07-18 05:44:40.274126+00
146,563,bank of kansas city,869810,2018-07-17,721,118,https://www.linkedin.com/company/1183536,Financial Services,2018-07-17 13:43:57.742675+00,2018-07-17 13:43:57.742698+00,443,443,869996,2017-02-21 05:00:00+00,0,f,0,2257,95,202102493159502,2017-02-21 11:15:31.657229+00
147,564,bank of marin,892824,2018-07-17,2455,274,https://www.linkedin.com/company/33177,Banking,2018-07-17 13:43:00.671353+00,2018-07-17 13:43:00.671379+00,438,438,870000,2018-07-17 04:00:00+00,1,f,1,1382,172,201973769840431,2018-07-18 05:40:09.729904+00
148,566,bank of oklahoma,869813,2018-07-17,7308,1900,https://www.linkedin.com/company/8255,Banking,2018-07-17 13:43:57.834373+00,2018-07-17 13:43:57.834394+00,444,444,869997,2018-07-16 04:00:00+00,75,f,52,8827,1114,96623901304,2018-07-17 05:24:32.528374+00
149,567,bank of texas,869814,2018-07-17,4738,924,https://www.linkedin.com/company/8256,Banking,2018-07-17 13:43:57.856167+00,2018-07-17 13:43:57.856188+00,445,445,870002,2018-07-17 04:00:00+00,1,f,1,3946,384,204958092875585,2018-07-18 05:40:09.781861+00
150,569,bank of the sierra,1328519,2018-07-17,981,260,https://www.linkedin.com/company/731520,Banking,2018-07-17 13:45:59.875498+00,2018-07-17 13:45:59.875524+00,447,447,1328744,2018-07-17 04:00:00+00,271,f,0,926,710,441380249229328,2018-07-18 05:40:14.291313+00
151,570,bankers life,898229,2018-07-17,44833,7031,https://www.linkedin.com/company/5007,Insurance,2018-07-17 18:28:04.922757+00,2018-07-17 18:28:04.922783+00,435,435,898259,2018-07-17 04:00:00+00,308,f,1225,14582,849,264744013540203,2018-07-18 05:45:05.734669+00
152,571,bankfinancial,901255,2018-07-17,875,203,https://www.linkedin.com/company/137585,Banking,2018-07-17 13:40:28.142962+00,2018-07-17 13:40:28.142987+00,1488,1488,52796,2016-08-15 04:00:00+00,13,f,0,894,7,541477829306287,2017-02-14 03:53:47.34609+00
153,572,bankunited,871271,2018-07-17,8077,1710,https://www.linkedin.com/company/10428,Banking,2018-07-17 18:15:12.705094+00,2018-07-17 18:15:12.705141+00,434,434,975048,2018-07-17 04:00:00+00,88,f,0,8801,438,134646949895734,2018-07-17 05:28:10.449083+00
154,573,bankwell,901268,2018-07-17,712,124,https://www.linkedin.com/company/770902,Banking,2018-07-17 13:46:54.740478+00,2018-07-17 13:46:54.740503+00,2972,2972,52680,2018-07-17 04:00:00+00,25,f,38,584,625,296743780387454,2018-07-18 05:40:16.559952+00
155,574,banner bank,901249,2018-07-17,6042,2985,https://www.linkedin.com/company/162640,Banking,2018-07-17 13:38:28.651542+00,2018-07-17 13:38:28.651585+00,450,450,901511,2018-07-17 04:00:00+00,127,f,353,31982,1256,1445389942387971,2018-07-18 05:39:58.169367+00
156,581,barrick gold corporation,59065,2018-07-17,273881,9584,https://www.linkedin.com/company/11876,Mining &amp; Metals,2018-07-17 17:57:45.565881+00,2018-07-17 17:57:45.56592+00,454,454,877771,2018-07-16 04:00:00+00,0,f,0,177513,20010,66391559115,2018-07-17 05:28:40.544269+00
157,583,basi,901250,2018-07-17,2172,235,https://www.linkedin.com/company/48320,Pharmaceuticals,2018-07-17 13:38:29.127913+00,2018-07-17 13:38:29.127967+00,457,457,901512,2018-07-17 04:00:00+00,78,f,78,436,296,121651477850337,2018-07-17 05:24:20.291134+00
158,589,bazaarvoice,871704,2018-07-17,28563,1060,https://www.linkedin.com/company/21811,Internet,2018-07-17 13:46:32.853282+00,2018-07-17 13:46:32.853307+00,468,468,52678,2018-07-16 04:00:00+00,1198,f,1198,10203,629,28859981639,2018-07-17 05:24:38.191967+00
159,594,bbdo belgium,2310286,2018-07-17,9107,416,https://www.linkedin.com/company/2901,Marketing and Advertising,2018-07-17 19:40:14.655605+00,2018-07-17 19:40:14.655677+00,471,471,2310267,2018-07-17 04:00:00+00,809,f,809,4020,615,428418480559457,2018-07-18 05:47:48.055213+00
160,596,bbdo group germany,2310290,2018-07-17,1932,151,https://www.linkedin.com/company/10164100,Marketing and Advertising,2018-07-17 19:40:14.712413+00,2018-07-17 19:40:14.712435+00,474,474,2310260,2018-07-17 04:00:00+00,845,f,845,6597,162,280284938682811,2018-07-18 05:47:47.845827+00
161,599,bbdo ukraine,2310303,2018-07-17,408,34,https://www.linkedin.com/company/6374812,Marketing and Advertising,2018-07-17 19:40:14.966839+00,2018-07-17 19:40:14.966862+00,480,480,2310255,2018-07-17 04:00:00+00,940,f,940,8860,1309,168201383365111,2018-07-18 05:47:47.654624+00
162,600,bbdo warszawa,2310298,2018-07-17,63,24,https://www.linkedin.com/company/27101516,Marketing and Advertising,2018-07-17 19:40:14.887708+00,2018-07-17 19:40:14.88773+00,481,481,2310221,2018-07-17 04:00:00+00,146,f,146,2853,49,304348179663603,2018-07-18 05:47:46.58259+00
163,601,bbdo worldwide,2120872,2018-07-17,198386,3232,https://www.linkedin.com/company/2900,Marketing and Advertising,2018-07-17 19:40:14.545419+00,2018-07-17 19:40:14.981624+00,482,482,2310231,2018-07-17 04:00:00+00,3900,f,3900,98730,481,170497876343459,2018-07-18 05:47:46.929233+00
164,605,bbva compass,1338983,2018-07-17,39650,12952,https://www.linkedin.com/company/269755,Banking,2018-07-17 18:11:31.265177+00,2018-07-17 18:11:31.265199+00,484,484,1201464,2018-07-16 04:00:00+00,0,f,27920,130336,4082,79747957892,2018-07-17 05:29:01.859001+00
165,607,bcb community bank,901253,2018-07-17,917,457,https://www.linkedin.com/company/1101910,Banking,2018-07-17 13:39:11.958722+00,2018-07-17 13:39:11.958748+00,487,487,901529,2018-07-17 04:00:00+00,174,f,43,1380,149,1426513780919696,2018-07-18 05:40:01.197745+00
166,612,beasley media group,901251,2018-07-17,5968,985,https://www.linkedin.com/company/41864,Broadcast Media,2018-07-17 13:38:50.369857+00,2018-07-17 13:38:50.369883+00,514,514,893058,2018-07-17 04:00:00+00,32,f,32,492,36,177146755779972,2018-07-18 05:44:15.109586+00
167,613,beazer homes,1341286,2018-07-17,13678,1456,https://www.linkedin.com/company/162675,Real Estate,2018-07-17 18:19:16.060345+00,2018-07-17 18:19:16.060395+00,497,497,53268,2018-07-16 04:00:00+00,0,f,0,152272,15139,131449565057,2018-07-17 05:29:21.788819+00
168,615,bed bath &amp; beyond,90282,2017-02-01,52185,12011,https://www.linkedin.com/company/7174,Retail,2017-02-01 04:23:52.221645+00,2017-02-01 04:23:52.221693+00,500,500,60238,2018-07-17 04:00:00+00,1305,f,392106,2725875,163817,153542981344073,2018-07-18 05:39:59.226024+00
